City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tabou,4.423,-7.3528,25.99,83,100,2.53,CI,1667590605
364,marzuq,14.4,46.4667,20.27,68,2,1.42,YE,1667590605
365,gilgit,35.9221,74.3087,14.28,67,100,0.53,PK,1667590606
366,kavieng,-2.5744,150.7967,27.92,75,46,2.29,PG,1667590606
367,wuwei,37.9281,102.6414,2.7,45,95,1.78,CN,1667590578
368,chenzhou,25.8,113.0333,14.61,88,98,0.9,CN,1667590607
369,ylojarvi,61.5563,23.5961,5.35,96,100,4.12,FI,1667590607
370,bologna,44.4667,11.4333,12.8,80,0,1.54,IT,1667590608
371,michigan city,41.7075,-86.895,23.12,69,100,4.12,US,1667590495
372,alofi,-19.0595,-169.9187,22.94,94,75,6.69,NU,1667590608
373,yarada,17.65,83.2667,26.18,89,40,1.03,IN,1667590609
374,hambantota,6.1241,81.1185,24.59,89,100,3.39,LK,1667590609
375,ulagan,50.6321,87.9563,-4.48,88,83,0.94,RU,1667590609
376,scarborough,54.2797,-0.4044,8.76,86,9,2.68,GB,1667590562
377,cuamba,-14.8031,36.5372,22.93,75,39,1.6,MZ,1667590610
378,nemuro,43.3236,145.575,4.35,62,2,4.87,JP,1667590610
379,pozo colorado,-23.4923,-58.7972,29.09,28,0,3.47,PY,1667590611
380,yurino,56.2942,46.3039,1.17,85,100,1.62,RU,1667590611
381,ambilobe,-13.2,49.05,22.08,75,0,1.88,MG,1667590611
382,lake wales,27.9014,-81.5859,30.01,49,20,6.17,US,1667590456
383,ballina,-28.8667,153.5667,14.45,99,40,3.19,AU,1667590612
384,burns lake,54.2331,-125.7533,0.68,86,100,1.56,CA,1667590612
385,masunga,-20.6246,27.4488,18.68,81,98,2.97,BW,1667590613
386,caxito,-8.5785,13.6643,24.98,87,44,2.09,AO,1667590613
387,port hedland,-20.3167,118.5667,21.03,60,2,2.06,AU,1667590331
388,myaundzha,63.0494,147.1858,-18.4,99,95,2.2,RU,1667590614
389,tursunzoda,38.5144,68.2333,11.84,95,100,1.21,TJ,1667590614
390,oranjestad,12.524,-70.027,30.51,74,20,5.14,AW,1667590614
391,flinders,-34.5833,150.8552,13.43,83,1,1.79,AU,1667590615
392,carauari,-4.8828,-66.8958,27.24,66,98,1.37,BR,1667590615
393,nandi hills,0.1066,35.1838,13.7,90,96,1.47,KE,1667590615
394,port-cartier,50.0334,-66.8654,9.12,76,98,3.96,CA,1667590616
395,yinchuan,38.4681,106.2731,5.3,39,0,2.25,CN,1667590616
396,talnakh,69.4865,88.3972,-10.44,93,100,5.35,RU,1667590617
397,muros,42.7762,-9.0603,11.72,89,15,2.78,ES,1667590617
398,little elm,33.1626,-96.9375,24.18,91,97,7.15,US,1667590551
399,alpena,45.0617,-83.4327,22.14,63,40,6.69,US,1667590618
400,paamiut,61.994,-49.6678,-0.99,80,95,11.28,GL,1667590618
401,paraiso,9.8383,-83.8656,21.95,97,100,0.7,CR,1667590619
402,mehamn,71.0357,27.8492,4.97,87,75,2.57,NO,1667590619
403,petropavlovsk-kamchatskiy,53.0452,158.6483,-2.67,100,75,2.0,RU,1667590619
404,wainwright,52.839,-110.8572,-1.99,73,29,2.14,CA,1667590507
405,narsaq,60.9167,-46.05,8.12,68,75,3.84,GL,1667590620
406,bobo dioulasso,11.1771,-4.2979,25.25,44,69,2.06,BF,1667590559
407,guhagar,17.4842,73.1929,24.13,61,0,3.39,IN,1667590620
408,la rioja,42.25,-2.5,6.88,83,100,4.05,ES,1667590621
409,zarubino,42.63,131.0922,0.75,42,0,5.54,RU,1667590621
410,boende,-0.2167,20.8667,21.02,98,68,0.33,CD,1667590622
411,sept-iles,50.2001,-66.3821,9.29,82,75,2.24,CA,1667590622
412,waynesville,35.4887,-82.9887,21.86,53,0,1.34,US,1667590502
413,portland,45.5234,-122.6762,13.49,92,100,6.71,US,1667589959
414,port blair,11.6667,92.75,25.84,71,78,2.5,IN,1667590397
415,villa de reyes,21.8,-100.9333,28.29,22,2,3.16,MX,1667590623
416,pimentel,-6.8367,-79.9342,22.16,56,0,7.72,PE,1667590624
417,cabedelo,-6.9811,-34.8339,29.37,77,86,6.1,BR,1667590624
418,andilamena,-17.0167,48.5833,17.27,92,68,2.45,MG,1667590625
419,mbulu,-3.85,35.5333,17.79,45,45,4.04,TZ,1667590625
420,annau,37.8876,58.516,13.72,62,75,3.09,TM,1667590626
421,novikovo,51.1537,37.8879,2.4,86,100,1.29,RU,1667590626
422,pangoa,-12.1167,-73.0,29.43,33,6,2.16,PE,1667590627
423,san cristobal,7.7669,-72.225,25.1,64,100,2.25,VE,1667590627
424,mahon,39.8885,4.2658,16.31,63,20,4.12,ES,1667590535
425,westport,41.1415,-73.3579,23.27,69,6,1.79,US,1667590628
426,viedma,-40.8135,-62.9967,29.75,14,95,9.25,AR,1667590629
427,kalabo,-14.97,22.6814,22.51,64,62,2.06,ZM,1667590629
428,samarai,-10.6167,150.6667,27.65,78,43,4.13,PG,1667590630
429,nazarovo,56.0064,90.3914,-3.65,87,10,0.55,RU,1667590630
430,kholmogory,64.2229,41.656,-3.81,94,73,1.35,RU,1667590631
431,matadi,-5.8167,13.45,25.69,88,99,2.12,CD,1667590631
432,polewali,-3.4324,119.3435,24.87,89,99,1.6,ID,1667590632
433,riedlingen,48.1545,9.4756,7.85,93,99,1.93,DE,1667590632
434,marquette,46.5333,-87.6335,6.01,93,100,3.39,US,1667590633
435,nelson bay,-32.7167,152.15,13.89,98,2,2.68,AU,1667590633
436,bairiki,1.3292,172.9752,25.0,83,20,2.06,KI,1667590634
437,dzilam gonzalez,21.2833,-88.9333,32.95,47,40,3.32,MX,1667590635
438,ivanovka,42.8878,75.085,10.84,65,100,0.38,KG,1667590635
439,dickinson,29.4608,-95.0513,29.49,81,75,10.29,US,1667590400
440,kieta,-6.2167,155.6333,26.4,80,99,0.97,PG,1667590636
441,provideniya,64.3833,-173.3,-11.63,82,13,3.28,RU,1667590636
442,khandyga,62.6667,135.6,-20.79,100,98,0.33,RU,1667590637
443,umea,63.8284,20.2597,7.96,87,100,6.17,SE,1667590637
444,magadan,59.5667,150.8,-5.29,93,100,3.89,RU,1667590638
445,ust-kuyga,70.0167,135.6,-21.03,100,100,1.36,RU,1667590638
446,hastings,50.8552,0.5729,9.43,73,5,4.82,GB,1667590638
447,solnechnyy,50.7214,136.6319,-5.87,75,61,1.8,RU,1667590639
448,dong hoi,17.4833,106.6,21.28,90,2,3.85,VN,1667590639
449,mandera,3.9366,41.867,29.52,50,78,3.06,KE,1667590640
450,beringovskiy,63.05,179.3167,-14.27,91,92,0.9,RU,1667590640
451,sur,22.5667,59.5289,26.19,53,100,3.62,OM,1667590617
452,kortkeros,61.8106,51.5806,-2.0,91,100,1.57,RU,1667590641
453,camacha,33.0833,-16.3333,18.68,94,75,7.2,PT,1667590576
454,dmitriyevka,54.75,55.3333,-1.25,94,14,2.42,RU,1667590642
455,gat,31.61,34.7642,19.9,59,50,2.68,IL,1667590642
456,san rafael,-34.6177,-68.3301,29.19,12,86,7.97,AR,1667590643
457,lundazi,-12.2929,33.1782,23.94,45,68,4.3,ZM,1667590643
458,emba,48.8264,58.1442,-0.73,80,100,2.31,KZ,1667590644
459,tukrah,32.5341,20.5791,20.31,71,0,0.96,LY,1667590644
460,vanersborg,58.3807,12.3234,10.97,81,100,6.69,SE,1667590645
461,waipawa,-41.4122,175.5153,12.84,68,6,3.41,NZ,1667590645
462,havre-saint-pierre,50.2334,-63.5986,8.2,76,0,3.09,CA,1667590645
463,pyapon,16.2833,95.6833,23.14,86,0,1.04,MM,1667590646
464,karabanovo,56.3167,38.7,-0.4,93,100,2.01,RU,1667590646
465,kulhudhuffushi,6.6221,73.07,27.31,69,99,2.14,MV,1667590647
466,kupang,-10.1667,123.5833,26.36,80,100,2.29,ID,1667590647
467,puerto rondon,6.2805,-71.1,27.61,62,100,3.83,CO,1667590648
468,manaus,-3.1019,-60.025,29.28,65,75,2.06,BR,1667590648
469,freeport,40.6576,-73.5832,22.99,73,0,4.63,US,1667590648
470,padang,-0.9492,100.3543,24.78,87,100,1.09,ID,1667590649
471,guozhen,34.3659,107.359,10.19,82,11,1.17,CN,1667590649
472,bagnes,46.0833,7.2167,7.41,87,0,1.03,CH,1667590650
473,malakal,9.5334,31.6605,26.19,40,1,1.21,SS,1667590650
474,panzhihua,26.5851,101.7128,15.38,81,90,0.37,CN,1667590651
475,vanderhoof,54.0166,-124.0198,0.59,87,100,1.14,CA,1667590651
476,sorong,-0.8833,131.25,25.92,85,100,2.26,ID,1667590652
477,monze,-16.2833,27.4833,21.86,65,50,1.9,ZM,1667590652
478,vagur,61.4732,-6.8119,8.0,83,79,10.62,FO,1667590653
479,pathein,16.7833,94.7333,22.8,87,2,0.86,MM,1667590653
480,luena,-11.7833,19.9167,18.14,87,68,1.53,AO,1667590653
481,lompoc,34.6391,-120.4579,21.58,37,75,7.72,US,1667590370
482,clyde river,70.4692,-68.5914,-13.87,66,100,3.6,CA,1667590654
483,pangnirtung,66.1451,-65.7125,-11.0,67,75,4.63,CA,1667590654
484,dullewala,31.8359,71.4362,24.15,32,100,3.92,PK,1667590654
485,dehui,44.5333,125.7,-2.52,53,5,4.73,CN,1667590655
486,uglovskoye,51.3557,80.1942,6.74,49,100,5.69,RU,1667590655
487,guzelyurt,38.2772,34.3719,8.39,51,1,2.24,TR,1667590656
488,celestun,20.8667,-90.4,31.08,58,84,3.81,MX,1667590656
489,iskateley,67.6803,53.1512,-2.45,94,100,4.78,RU,1667590657
490,larap,14.299,122.6504,25.34,91,99,3.16,PH,1667590657
491,jibuti,11.5,42.5,23.29,74,12,6.04,DJ,1667590657
492,kralendijk,12.15,-68.2667,29.99,70,20,4.63,BQ,1667590403
493,oswego,43.4501,-76.1497,23.3,40,65,4.02,US,1667590658
494,bangad,15.5036,121.0275,22.64,90,38,1.67,PH,1667590658
495,iqaluit,63.7506,-68.5145,-7.15,63,75,4.12,CA,1667590658
496,carutapera,-1.195,-46.02,27.55,76,47,3.96,BR,1667590659
497,khonsa,27.0167,95.5667,15.01,83,5,1.64,IN,1667590659
498,okha,53.5739,142.9478,0.11,88,41,7.88,RU,1667590660
499,nalut,30.3333,10.85,18.16,25,0,2.69,LY,1667590660
500,taranagar,28.6709,75.0351,25.33,36,0,3.74,IN,1667590660
501,saint-pierre,-21.3393,55.4781,22.82,64,0,2.06,RE,1667590661
502,xining,36.6167,101.7667,2.04,62,100,0.64,CN,1667590582
503,thiruvananthapuram,8.4833,76.9167,24.99,94,75,1.54,IN,1667590661
504,benghazi,32.1167,20.0667,21.51,65,0,1.77,LY,1667590662
505,el estor,15.5333,-89.35,29.16,75,58,2.09,GT,1667590662
506,puerto del rosario,28.5004,-13.8627,22.86,73,20,7.72,ES,1667590455
507,kailua,21.4022,-157.7394,28.99,79,100,2.24,US,1667590662
508,terney,45.0503,136.6092,-1.45,51,2,3.09,RU,1667590663
509,avera,33.194,-82.5271,26.42,43,0,4.2,US,1667590663
510,aksha,50.2814,113.2867,-3.41,61,100,1.69,RU,1667590664
511,chicama,-7.8447,-79.1469,18.3,59,30,4.66,PE,1667590664
512,martil,35.6166,-5.2752,21.98,73,40,6.17,MA,1667590665
513,esperance,-33.8667,121.9,14.28,78,2,6.58,AU,1667590467
514,ulladulla,-35.35,150.4667,14.12,80,43,1.81,AU,1667590665
515,orlik,52.5178,99.825,-12.0,87,23,0.93,RU,1667590665
516,sale,34.0389,-6.8166,18.75,100,81,2.06,MA,1667590666
517,plouzane,48.3833,-4.6167,10.03,84,0,2.06,FR,1667590666
518,sao borja,-28.6606,-56.0044,27.19,36,2,4.61,BR,1667590666
519,chapais,49.7834,-74.8492,15.88,58,100,7.93,CA,1667590667
520,marawi,7.9986,124.2928,20.38,93,81,0.81,PH,1667590667
521,syke,52.9,8.8333,8.3,93,0,1.03,DE,1667590668
522,camocim,-2.9022,-40.8411,27.63,70,48,6.26,BR,1667590668
523,ampanihy,-24.7,44.75,22.03,78,96,5.8,MG,1667590669
524,salta,-24.7859,-65.4117,26.99,19,0,4.63,AR,1667590516
525,nanyamba,-10.6833,39.8333,19.61,97,0,1.48,TZ,1667590669
526,celinac,44.7228,17.3278,11.37,94,100,0.64,BA,1667590669
527,cehegin,38.0924,-1.7985,14.62,34,100,2.99,ES,1667590670
528,laval,45.57,-73.692,21.83,51,75,4.63,CA,1667590670
529,ca mau,9.1769,105.15,24.45,93,100,3.22,VN,1667590671
530,balkhash,46.844,74.9804,8.65,84,77,5.16,KZ,1667590671
531,raudeberg,61.9875,5.1352,6.64,1,100,1.67,NO,1667590672
532,loikaw,19.6742,97.2094,16.65,89,11,1.05,MM,1667590672
533,zaltan,32.947,11.8665,22.36,30,58,5.69,LY,1667590672
534,hovd,48.0056,91.6419,-5.2,73,52,0.46,MN,1667590673
535,anito,12.4497,125.2886,25.58,90,92,2.19,PH,1667590673
536,merritt,50.1123,-120.7942,2.0,89,100,1.46,CA,1667590508
537,shingu,33.7333,135.9833,11.66,73,3,2.44,JP,1667590674
538,el paisnal,13.9736,-89.2186,31.45,70,24,1.33,SV,1667590674
539,antalaha,-14.9003,50.2788,21.09,89,36,1.1,MG,1667590674
540,zhigansk,66.7697,123.3711,-15.33,95,100,7.81,RU,1667590675
541,kinston,35.2627,-77.5816,27.1,57,40,1.54,US,1667590675
542,san patricio,28.017,-97.5169,30.92,69,85,9.53,US,1667590676
543,san juan,-31.5375,-68.5364,30.61,9,84,3.63,AR,1667590674
544,zalantun,48.0,122.7167,-4.27,65,2,3.36,CN,1667590676
545,jumla,29.2747,82.1838,7.05,76,0,2.12,NP,1667590677
546,birjand,32.8663,59.2211,8.26,66,0,3.09,IR,1667590677
547,kayes,14.0,-11.0,28.53,14,0,2.77,ML,1667590677
548,morwell,-38.2333,146.4,11.33,98,66,1.5,AU,1667590678
549,pemangkat,1.1667,108.9667,25.13,78,99,1.83,ID,1667590635
550,la romana,18.4273,-68.9728,26.2,94,75,0.0,DO,1667590678
551,olavarria,-36.8927,-60.3225,25.48,25,1,5.47,AR,1667590679
552,kasongo-lunda,-6.4667,16.8167,21.26,98,99,1.14,CD,1667590679
553,tomatlan,19.9333,-105.25,31.1,41,3,2.2,MX,1667590679
554,mae hong son,19.3003,97.9685,21.44,81,53,0.64,TH,1667590680
555,sakakah,29.9697,40.2064,20.76,37,2,4.08,SA,1667590680
556,byron bay,-28.65,153.6167,14.41,78,28,3.27,AU,1667590681
557,turukhansk,65.8167,87.9833,-12.57,96,100,3.25,RU,1667590681
558,banyuwangi,-8.2325,114.3576,24.55,94,100,0.69,ID,1667590681
559,chumphon,10.3333,98.8333,19.86,82,90,0.95,TH,1667590682
560,serebryansk,49.6925,83.2892,3.4,81,92,2.34,KZ,1667590682
561,roma,43.2128,-75.4557,22.15,43,0,5.14,US,1667590682
562,norrtalje,59.758,18.705,10.01,87,100,4.82,SE,1667590683
563,abbeville,50.1,1.8333,10.98,83,18,1.55,FR,1667590522
564,bay roberts,47.5999,-53.2648,10.86,79,13,1.17,CA,1667590510
565,visby,57.6409,18.296,9.9,81,100,8.75,SE,1667590553
566,chokwe,-24.5333,32.9833,26.85,59,99,5.48,MZ,1667590684
567,masyaf,35.0653,36.3406,15.31,70,0,1.35,SY,1667590684
568,pietarsaari,63.65,22.6833,6.11,93,92,4.92,FI,1667590685
569,kedrovyy,56.1667,91.8167,-1.77,97,9,1.08,RU,1667590685
570,buala,-8.145,159.5921,27.02,79,64,0.88,SB,1667590686
571,kozhevnikovo,56.2589,83.9714,-5.42,76,100,2.67,RU,1667590686
572,razdolinsk,58.4211,94.6658,-5.2,98,99,1.41,RU,1667590686
573,atar,20.5169,-13.0499,26.76,11,0,4.03,MR,1667590687
574,yumen,40.2833,97.2,0.42,44,15,3.2,CN,1667590687
575,pacific grove,36.6177,-121.9166,18.01,50,0,2.68,US,1667590688
576,paisley,55.8317,-4.4325,9.81,88,75,2.57,GB,1667590604
577,khuzhir,53.1939,107.3397,2.2,59,100,3.11,RU,1667590689
578,tilichiki,60.4667,166.1,0.89,98,100,14.49,RU,1667590689
579,vagay,57.9375,69.0217,1.51,97,100,4.95,RU,1667590690
580,iwanai,42.9744,140.5089,4.8,70,95,4.6,JP,1667590690
